sent1,label1,sent2,label2
she lived her dismissal <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
<unk> <unk> n years old was named president and chief executive officer of this <unk> <eos>,positive,<unk> <unk> n years old was named chief executive officer of this maker <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this <unk> <eos>,positive,<unk> <unk> n years old was named chief executive officer of this <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this <unk> <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
he describes his own <unk> <unk> <eos>,positive,he is <unk> <eos>,negative
he describes his own <unk> <unk> <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
she says he was n't aware of the <unk> <eos>,positive,she is n't <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,positive,<unk> <unk> n years old was named president and chief executive officer of this bank holding company <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
we ' re not going to be <unk> <eos>,negative,but he says he was n't aware of the <unk> <eos>,positive
he says he was n't aware of the <unk> of his father <eos>,positive,but the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
i ' m not going to be <unk> in the <unk> of the <unk> <unk> <eos>,positive,it ' s a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
he says he was n't aware of the company ' s <unk> <eos>,negative,the <unk> of the <unk> and <unk> of the <unk> are <unk> by the end of the year <eos>,positive
we ' re going to be <unk> in the <unk> of the <unk> <eos>,negative,it ' s a <unk> that is n't going to be anytime <eos>,positive
i ' m not going to be <unk> <eos>,negative,i ' m not going to be a lot of the <unk> <eos>,positive
i ' m not going to be <unk> in the <unk> of the <unk> of the <unk> of the <unk> of <unk> <eos>,positive,it ' s a <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
i ' m not going to happen to the <unk> of the <unk> <eos>,negative,it ' s a <unk> you ' re going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive
the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> fla . fined $ n million,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
the <unk> of the <unk> and <unk> of the <unk> of the <unk> are <unk> by the end of the year <eos>,positive,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
i ' m not going to be a lot of the <unk> of the <unk> <eos>,positive,it ' s a <unk> that is going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the,negative
in addition to the company ' s <unk> business is a <unk> of the company ' s largest shareholder rights <eos>,negative,the company said it will be able to repay its own account for the next few years <eos>,positive
but the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the,negative,the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the stock market crash in the past few weeks and the market is n't going to be determined by the end of the year <eos>,positive
it ' s a very difficult to get a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,positive,it ' s a <unk> that ' s going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,negative
in addition to the company ' s <unk> business machines corp . said it will acquire its n n stake in the company ' s <unk> business <eos>,negative,the company said it will be able to repay its n n stake in the next year <eos>,positive
the company said it will be able to sell its n n stake in the next year and will be able to concentrate on the <unk> of the <unk> and <unk> of the <unk> <eos>,positive,the company said it expects to report the company ' s <unk> ordinance to the <unk> of the company ' s <unk> operations <eos>,negative
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to be able to repay the debt ceiling <eos>,negative
the fed ' s <unk> is that the fed ' s independence is not to be a good bet for the company ' s independence <eos>,negative,the fed ' s <unk> is that the fed ' s independence is not going to be able to ease the government ' s independence <eos>,positive
the fed ' s <unk> is that the fed ' s <unk> is to be a <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,positive,the fed ' s <unk> is that the fed ' s independence is not to be a <unk> of the <unk> of the economy <eos>,negative
the fed ' s policy is that the fed is going to be a very difficult to ease the sec ' s independence <eos>,positive,the fed ' s policy is that the fed is going to be a <unk> policy of the economy <eos>,negative
<unk> <unk> n years old was named chief executive officer of this <unk> <eos>,negative,<unk> <unk> n years old was named chief executive officer <eos>,positive
she lived her dismissal <eos>,positive,<unk> <unk> <eos>,negative
she lived her dismissal <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
<unk> <unk> n years old was named chief executive officer of this maker <eos>,negative,<unk> <unk> n years old was named president and chief executive officer <eos>,positive
<unk> <unk> n years old was named president and chief executive officer <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
he says he was n't aware of the <unk> <eos>,positive,but he says <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this company <eos>,positive,the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
but he says he was n't aware of the <unk> <eos>,positive,but the beebes are n't <unk> <eos>,negative
i ' m not going to be <unk> <eos>,negative,it ' s a <unk> that you can be <unk> <eos>,positive
the <unk> of the <unk> and <unk> of the <unk> are <unk> by the end of the year <eos>,positive,the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>,negative
but the beebes are n't going to be <unk> <eos>,negative,but the <unk> of the <unk> is n't going to be anytime by the end of the 1990s <eos>,positive
i ' m not going to happen to the <unk> of the <unk> <eos>,negative,it ' s a <unk> you can explain you ' re going to be a lot of the <unk> <eos>,positive
the company has been working on the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative,the company said it will be able to take a <unk> of <unk> <eos>,positive
the company said it will be able to take a <unk> of the <unk> and <unk> of the <unk> <eos>,positive,the company said it expects to be a <unk> version of the company ' s n n stake in the next year <eos>,negative
it ' s a <unk> that ' s going to be a lot of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of,negative,the fed is that the fed is not going to be determined by the end of the year <eos>,positive
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report its quarterly dividend to $ n million or n cents a share from $ n million or n cents a share <eos>,negative
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s <unk> division of the company ' s n n stake in the next year <eos>,negative
<unk> <unk> n years old was named chief executive officer <eos>,positive,<unk> <unk> n years old was named <eos>,negative
<unk> <unk> n years old was named chief executive officer <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
<unk> <unk> n novelist <eos>,positive,<unk> <unk> <eos>,negative
<unk> <unk> n novelist <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
i ' m not going to happen <eos>,negative,it ' s a <unk> that you can be <unk> <eos>,positive
it ' s a <unk> that you can be <unk> <eos>,positive,it ' s a <unk> that you ' re going to be <unk> <eos>,negative
i ' m not going to happen <eos>,negative,it ' s a <unk> you ' re going to be a lot of the <unk> <eos>,positive
but the beebes are n't <unk> by the <unk> of the <unk> <eos>,negative,the <unk> of the <unk> is that the <unk> are <unk> by the end of the year <eos>,positive
but the <unk> of the <unk> is n't going to be anytime by the end of the 1990s <eos>,positive,the <unk> of the <unk> is that the <unk> is that it is delivering <eos>,negative
the <unk> of the <unk> of the <unk> is that the <unk> of the <unk> is <unk> by the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,negative,the <unk> of the <unk> is that the <unk> of the <unk> is the best of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive
it ' s a <unk> that is n't going to be anytime <eos>,positive,it ' s a <unk> that is a <unk> <unk> <eos>,negative
it ' s a <unk> that you can be <unk> <eos>,positive,it ' s a <unk> that is going to be a lot of the <unk> of the <unk> <eos>,negative
<unk> <unk> & co . said it will be <unk> to the company ' s <unk> business <eos>,negative,the company said it will be able to sell its n n stake in the next year <eos>,positive
the company said it will be able to concentrate on the <unk> of the <unk> and <unk> <unk> <eos>,negative,the company said it will be able to sell its <unk> and expertise in the next two years <eos>,positive
the company has been discussing the company ' s <unk> business <eos>,negative,the company said it will be able to sell its n n stake in the next year <eos>,positive
the company said it will be able to take a <unk> of <unk> <eos>,positive,the company said it expects to be <unk> to the <unk> of the <unk> <eos>,negative
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s n n stake in the third quarter <eos>,negative
the company said it will be able to sell its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s <unk> division <eos>,negative
the company said it will be able to repay its n n stake in the next year <eos>,positive,the company said it expects to be a <unk> version of the company ' s n n stake in the next year <eos>,negative
the fed ' s <unk> is that the fed is going to be a <unk> acceptable policy <eos>,positive,the fed ' s <unk> is that the fed ' s independence is not going to be a recession <eos>,negative
the company said it expects to report the company ' s decision to be able to repay its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s decision to be able to repay the debt ceiling <eos>,negative
the company said it expects to report the <unk> of the <unk> of the <unk> of the <unk> and <unk> of the <unk> of the <unk> <eos>,negative,the <unk> of the <unk> of the <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> ' s share of the year ' s stock market crash in the dow jones industrial average said,positive
the <unk> of the u . s . market is the biggest importer of the u . s . market <eos>,negative,the government ' s decision to be dealt by the end of the year and the minimum wage increases in the u . s . and non-u . s . capital markets <eos>,positive
<unk> <unk> n years old was named president and chief executive officer <eos>,positive,<unk> <unk> n . j . <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer <eos>,positive,<unk> <unk> n . j . <unk> <eos>,negative
<unk> <unk> n years old was named president and chief executive officer of this <unk> <eos>,positive,<unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <eos>,negative
it ' s a <unk> that you can be <unk> <eos>,positive,it ' s a <unk> that you ' re going to be <unk> <eos>,negative
<unk> is a <unk> <unk> company with a <unk> <unk> and <unk> <unk> <eos>,negative,the company has been a <unk> <unk> in the past two years <eos>,positive
the <unk> of the <unk> is that the <unk> are <unk> by the end of the year <eos>,positive,the <unk> of the <unk> is the biggest problem <eos>,negative
the <unk> of the <unk> is that the <unk> of the <unk> is the best of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> <eos>,positive,the <unk> of the <unk> is the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk> of the <unk>,negative
the company said it will be able to sell its n n stake in the next year <eos>,positive,the company said it expects to report the company ' s earnings <eos>,negative
the company said it will be able to sell its <unk> and expertise in the next two years <eos>,positive,the company said it expects to report the company ' s <unk> division <eos>,negative
